input	pcm	phbuf_hex_len	genphon_hex_len	phidx_count	pinyins
躄	8932	0	0	0	 
躅	0	0	0	0	 
躆	9372	0	0	0	 
躇	0	0	0	0	 
躉	0	0	0	0	 
躊	0	0	0	0	 
躋	0	0	0	0	 
躌	0	0	0	0	 
躍	0	0	0	0	 
躎	8910	0	0	0	 
躏	7986	0	0	0	 
躐	0	0	0	0	 
躑	0	0	0	0	 
躒	0	0	0	0	 
躓	9372	0	0	0	 
躔	0	0	0	0	 
躕	0	0	0	0	 
躖	0	0	0	0	 
躗	0	0	0	0	 
躘	0	0	0	0	 
躙	0	0	0	0	 
躚	0	0	0	0	 
躛	9251	0	0	0	 
躜	0	0	0	0	 
躝	8602	0	0	0	 
躞	12991	0	0	0	 
躟	0	0	0	0	 
躠	0	0	0	0	 
躡	0	0	0	0	 
躢	0	0	0	0	 
躣	0	0	0	0	 
躤	0	0	0	0	 
躥	0	0	0	0	 
躦	0	0	0	0	 
躧	0	0	0	0	 
躨	0	0	0	0	 
躩	0	0	0	0	 
躪	9174	0	0	0	 
身	8448	0	0	0	 
躬	0	0	0	0	 
躭	0	0	0	0	 
躮	8701	0	0	0	 
躯	0	0	0	0	 
躰	0	0	0	0	 
躱	8459	0	0	0	 
躲	0	0	0	0	 
躴	0	0	0	0	 
躵	0	0	0	0	 
躶	0	0	0	0	 
躷	0	0	0	0	 
躸	0	0	0	0	 
躹	9636	0	0	0	 
躺	0	0	0	0	 
躻	0	0	0	0	 
躼	0	0	0	0	 
躽	0	0	0	0	 
躾	0	0	0	0	 
躿	0	0	0	0	 
軀	0	0	0	0	 
軁	0	0	0	0	 
軂	0	0	0	0	 
軃	0	0	0	0	 
軄	0	0	0	0	 
軅	0	0	0	0	 
軆	0	0	0	0	 
軇	0	0	0	0	 
軈	0	0	0	0	 
軉	0	0	0	0	 
車	0	0	0	0	 
軋	0	0	0	0	 
軌	0	0	0	0	 
軍	8184	0	0	0	 
軎	0	0	0	0	 
軐	0	0	0	0	 
軑	0	0	0	0	 
軒	0	0	0	0	 
軓	0	0	0	0	 
軔	0	0	0	0	 
軕	0	0	0	0	 
軖	0	0	0	0	 
軗	0	0	0	0	 
軘	0	0	0	0	 
軙	0	0	0	0	 
軚	0	0	0	0	 
軛	0	0	0	0	 
軜	0	0	0	0	 
軝	0	0	0	0	 
軞	0	0	0	0	 
軟	0	0	0	0	 
軠	0	0	0	0	 
軡	0	0	0	0	 
転	0	0	0	0	 
軣	0	0	0	0	 
軤	0	0	0	0	 
軥	0	0	0	0	 
軦	0	0	0	0	 
軧	0	0	0	0	 
軨	0	0	0	0	 
軩	0	0	0	0	 
軪	0	0	0	0	 
軫	0	0	0	0	 
軬	0	0	0	0	 
軭	0	0	0	0	 
軮	0	0	0	0	 
軯	0	0	0	0	 
軰	0	0	0	0	 
軱	0	0	0	0	 
軲	0	0	0	0	 
軳	0	0	0	0	 
軴	0	0	0	0	 
軵	0	0	0	0	 
軶	0	0	0	0	 
軷	0	0	0	0	 
軸	0	0	0	0	 
軹	0	0	0	0	 
軺	0	0	0	0	 
軻	0	0	0	0	 
軼	0	0	0	0	 
軽	0	0	0	0	 
軾	0	0	0	0	 
軿	0	0	0	0	 
輀	0	0	0	0	 
輁	0	0	0	0	 
輂	0	0	0	0	 
較	0	0	0	0	 
輄	12991	0	0	0	 
輅	0	0	0	0	 
輆	0	0	0	0	 
輇	0	0	0	0	 
輈	0	0	0	0	 
載	0	0	0	0	 
輊	0	0	0	0	 
輋	0	0	0	0	 
輌	0	0	0	0	 
輍	0	0	0	0	 
輎	0	0	0	0	 
輏	0	0	0	0	 
輐	0	0	0	0	 
輑	0	0	0	0	 
輒	0	0	0	0	 
輓	0	0	0	0	 
輔	0	0	0	0	 
輕	0	0	0	0	 
輖	0	0	0	0	 
輗	0	0	0	0	 
輘	0	0	0	0	 
輙	0	0	0	0	 
輚	0	0	0	0	 
輛	0	0	0	0	 
輜	0	0	0	0	 
輝	0	0	0	0	 
輞	0	0	0	0	 
輟	0	0	0	0	 
輠	0	0	0	0	 
輡	0	0	0	0	 
輢	0	0	0	0	 
輣	0	0	0	0	 
輤	0	0	0	0	 
輥	0	0	0	0	 
輦	0	0	0	0	 
輧	0	0	0	0	 
輨	0	0	0	0	 
輩	0	0	0	0	 
輪	0	0	0	0	 
輫	0	0	0	0	 
輬	0	0	0	0	 
輭	0	0	0	0	 
輮	0	0	0	0	 
輯	0	0	0	0	 
輰	0	0	0	0	 
輱	0	0	0	0	 
輲	0	0	0	0	 
輳	0	0	0	0	 
輴	0	0	0	0	 
輵	0	0	0	0	 
輶	0	0	0	0	 
輷	0	0	0	0	 
輸	0	0	0	0	 
輹	0	0	0	0	 
輺	0	0	0	0	 
輻	0	0	0	0	 
輼	0	0	0	0	 
輽	0	0	0	0	 
輾	0	0	0	0	 
輿	0	0	0	0	 
轀	0	0	0	0	 
轁	0	0	0	0	 
轂	0	0	0	0	 
轃	0	0	0	0	 
轄	0	0	0	0	 
轅	0	0	0	0	 
轆	0	0	0	0	 
轇	0	0	0	0	 
轈	0	0	0	0	 
轉	0	0	0	0	 
轊	0	0	0	0	 
轋	0	0	0	0	 
轌	0	0	0	0	 
轍	0	0	0	0	 
轎	0	0	0	0	 
轏	0	0	0	0	 
轐	0	0	0	0	 
轑	0	0	0	0	 
轒	0	0	0	0	 
轓	0	0	0	0	 
轔	0	0	0	0	 
轕	0	0	0	0	 
轖	0	0	0	0	 
轗	0	0	0	0	 
轘	0	0	0	0	 
轙	0	0	0	0	 
轚	0	0	0	0	 
轛	0	0	0	0	 
轜	0	0	0	0	 
轝	0	0	0	0	 
轞	0	0	0	0	 
轟	0	0	0	0	 
轠	0	0	0	0	 
轡	0	0	0	0	 
轢	0	0	0	0	 
轣	0	0	0	0	 
轤	12991	0	0	0	 
轥	8712	0	0	0	 
车	8811	0	0	0	 
轧	10725	0	0	0	 
轨	0	0	0	0	 
轪	8217	0	0	0	 
轫	9592	0	0	0	 
转	8030	0	0	0	 
轭	9317	0	0	0	 
轮	9339	0	0	0	 
软	11055	0	0	0	 
轰	8492	0	0	0	 
轲	8932	0	0	0	 
轳	8811	0	0	0	 
轴	8591	0	0	0	 
轵	8041	0	0	0	 
轶	8954	0	0	0	 
轷	9020	0	0	0	 
轸	8327	0	0	0	 
轹	9075	0	0	0	 
轺	9317	0	0	0	 
轻	8349	0	0	0	 
轼	8228	0	0	0	 
载	8074	0	0	0	 
轾	8481	0	0	0	 
轿	10153	0	0	0	 
辁	8327	0	0	0	 
辂	9933	0	0	0	 
较	9009	0	0	0	 
辅	9042	0	0	0	 
辆	9262	0	0	0	 
辇	7887	0	0	0	 
辈	13519	0	0	0	 
辉	0	0	0	0	 
辌	16907	0	0	0	 
辍	0	0	0	0	 
辒	9317	0	0	0	 
输	8371	0	0	0	 
辔	9405	0	0	0	 
辕	9427	0	0	0	 
辖	9020	0	0	0	 
辗	9845	0	0	0	 
辘	10615	0	0	0	 
辚	8327	0	0	0	 
辜	0	0	0	0	 
辝	10406	0	0	0	 
辞	0	0	0	0	 
辡	0	0	0	0	 
辢	8382	0	0	0	 
辣	0	0	0	0	 
辤	0	0	0	0	 
辥	0	0	0	0	 
辦	0	0	0	0	 
辧	10406	0	0	0	 
辨	8459	0	0	0	 
辫	0	0	0	0	 
辭	0	0	0	0	 
辮	0	0	0	0	 
辯	9152	0	0	0	 
辰	8635	0	0	0	 
辱	0	0	0	0	 
農	0	0	0	0	 
辳	0	0	0	0	 
辴	0	0	0	0	 
辵	14575	0	0	0	 
辶	0	0	0	0	 
辷	0	0	0	0	 
辸	8635	0	0	0	 
边	0	0	0	0	 
辻	0	0	0	0	 
込	10230	0	0	0	 
辽	0	0	0	0	 
迀	9273	0	0	0	 
迁	8250	0	0	0	 
迂	0	0	0	0	 
迃	8437	0	0	0	 
迄	9691	0	0	0	 
迅	0	0	0	0	 
迆	9031	0	0	0	 
过	0	0	0	0	 
迉	0	0	0	0	 
迊	0	0	0	0	 
迋	0	0	0	0	 
迌	0	0	0	0	 
迍	8811	0	0	0	 
迎	0	0	0	0	 
迏	8877	0	0	0	 
运	8767	0	0	0	 
近	8129	0	0	0	 
迓	9614	0	0	0	 
返	8591	0	0	0	 
迕	0	0	0	0	 
迖	0	0	0	0	 
迗	8877	0	0	0	 
还	7777	0	0	0	 
这	0	0	0	0	 
迚	10934	0	0	0	 
进	8789	0	0	0	 
违	9075	0	0	0	 
连	8954	0	0	0	 
迟	0	0	0	0	 
迡	9317	0	0	0	 
迢	0	0	0	0	 
迣	8646	0	0	0	 
迤	9273	0	0	0	 
迥	8943	0	0	0	 
迦	0	0	0	0	 
迧	7997	0	0	0	 
迨	8272	0	0	0	 
迩	9955	0	0	0	 
迪	0	0	0	0	 
迬	10032	0	0	0	 
迭	0	0	0	0	 
迯	9108	0	0	0	 
述	0	0	0	0	 
迱	0	0	0	0	 
迲	8602	0	0	0	 
迳	0	0	0	0	 
迴	0	0	0	0	 
迵	0	0	0	0	 
迶	8690	0	0	0	 
迷	9944	0	0	0	 
迸	0	0	0	0	 
迺	0	0	0	0	 
迻	0	0	0	0	 
迼	8877	0	0	0	 
追	0	0	0	0	 
迾	0	0	0	0	 
迿	8569	0	0	0	 
退	9141	0	0	0	 
送	8349	0	0	0	 
适	8844	0	0	0	 
逃	9108	0	0	0	 
逄	8679	0	0	0	 
逅	8349	0	0	0	 
逆	0	0	0	0	 
逇	0	0	0	0	 
逈	9867	0	0	0	 
选	9691	0	0	0	 
逊	7931	0	0	0	 
逋	0	0	0	0	 
逌	9317	0	0	0	 
逍	0	0	0	0	 
逎	8470	0	0	0	 
透	8932	0	0	0	 
逐	9658	0	0	0	 
逑	7942	0	0	0	 
递	8910	0	0	0	 
途	0	0	0	0	 
逕	8305	0	0	0	 
逖	7997	0	0	0	 
逗	0	0	0	0	 
逘	0	0	0	0	 
這	8734	0	0	0	 
通	8712	0	0	0	 
逛	8349	0	0	0	 
逝	10945	0	0	0	 
逞	8360	0	0	0	 
造	9295	0	0	0	 
逡	9273	0	0	0	 
逢	0	0	0	0	 
逤	0	0	0	0	 
逥	8932	0	0	0	 
逦	0	0	0	0	 
逧	0	0	0	0	 
逨	0	0	0	0	 
逩	0	0	0	0	 
逪	0	0	0	0	 
逫	0	0	0	0	 
逬	9174	0	0	0	 
逭	8580	0	0	0	 
逮	8327	0	0	0	 
逯	0	0	0	0	 
逰	0	0	0	0	 
週	0	0	0	0	 
進	0	0	0	0	 
逳	0	0	0	0	 
逴	9328	0	0	0	 
逵	8393	0	0	0	 
逶	0	0	0	0	 
逷	8041	0	0	0	 
逸	0	0	0	0	 
逹	0	0	0	0	 
逺	8074	0	0	0	 
逻	8074	0	0	0	 
逼	8646	0	0	0	 
逾	0	0	0	0	 
逿	0	0	0	0	 
遀	10824	0	0	0	 
遁	0	0	0	0	 
遃	9647	0	0	0	 
遄	0	0	0	0	 
遅	0	0	0	0	 
遆	8041	0	0	0	 
遇	0	0	0	0	 
遈	0	0	0	0	 
遉	0	0	0	0	 
遊	0	0	0	0	 
運	0	0	0	0	 
遌	8459	0	0	0	 
遍	10274	0	0	0	 
遏	9493	0	0	0	 
遑	9658	0	0	0	 
遒	7942	0	0	0	 
道	0	0	0	0	 
達	12991	0	0	0	 
違	0	0	0	0	 
遖	8646	0	0	0	 
遗	8052	0	0	0	 
遘	0	0	0	0	 
遙	0	0	0	0	 
遚	8558	0	0	0	 
遛	0	0	0	0	 
遜	0	0	0	0	 
遝	0	0	0	0	 
遞	0	0	0	0	 
遟	0	0	0	0	 
遠	0	0	0	0	 
遡	8624	0	0	0	 
遢	9614	0	0	0	 
遣	0	0	0	0	 
遤	9075	0	0	0	 
遥	0	0	0	0	 
遦	0	0	0	0	 
遧	8184	0	0	0	 
遨	0	0	0	0	 
適	0	0	0	0	 
遪	0	0	0	0	 
遫	0	0	0	0	 
遬	8547	0	0	0	 
遭	8107	0	0	0	 
遮	0	0	0	0	 
遯	0	0	0	0	 
遰	0	0	0	0	 
遱	0	0	0	0	 
遲	0	0	0	0	 
遳	9427	0	0	0	 
遴	9251	0	0	0	 
遵	0	0	0	0	 
遶	0	0	0	0	 
遷	0	0	0	0	 
選	0	0	0	0	 
遹	0	0	0	0	 
遺	0	0	0	0	 
遻	0	0	0	0	 
遼	8481	0	0	0	 
遽	0	0	0	0	 
遾	9427	0	0	0	 
避	0	0	0	0	 
邁	8602	0	0	0	 
邂	8866	0	0	0	 
邃	0	0	0	0	 
還	0	0	0	0	 
邅	0	0	0	0	 
邆	0	0	0	0	 
邇	8734	0	0	0	 
邈	0	0	0	0	 
邉	0	0	0	0	 
邊	8591	0	0	0	 
邋	0	0	0	0	 
邌	0	0	0	0	 
邍	0	0	0	0	 
邎	0	0	0	0	 
邏	0	0	0	0	 
邐	8041	0	0	0	 
邑	0	0	0	0	 
邒	8206	0	0	0	 
邓	8800	0	0	0	 
邕	0	0	0	0	 
邖	9273	0	0	0	 
邗	0	0	0	0	 
邘	8932	0	0	0	 
邙	0	0	0	0	 
邚	9757	0	0	0	 
邛	0	0	0	0	 
邜	9185	0	0	0	 
邝	0	0	0	0	 
邞	0	0	0	0	 
邟	0	0	0	0	 
邠	8789	0	0	0	 
邡	9493	0	0	0	 
邢	8173	0	0	0	 
那	0	0	0	0	 
邤	0	0	0	0	 
邥	8338	0	0	0	 
邦	0	0	0	0	 
邨	0	0	0	0	 
邩	9031	0	0	0	 
邪	0	0	0	0	 
邫	8250	0	0	0	 
邬	0	0	0	0	 
邭	9075	0	0	0	 
邮	9273	0	0	0	 
邯	8866	0	0	0	 
邰	9317	0	0	0	 
邱	0	0	0	0	 
邲	8448	0	0	0	 
邳	8987	0	0	0	 
邴	8866	0	0	0	 
邵	7887	0	0	0	 
邶	0	0	0	0	 
邷	8492	0	0	0	 
邸	8602	0	0	0	 
邹	7964	0	0	0	 
邺	9427	0	0	0	 
邻	0	0	0	0	 
邽	8536	0	0	0	 
邾	0	0	0	0	 
邿	0	0	0	0	 
郀	8041	0	0	0	 
郁	0	0	0	0	 
郂	0	0	0	0	 
郃	8888	0	0	0	 
郄	8074	0	0	0	 
郅	0	0	0	0	 
郆	10208	0	0	0	 
郇	0	0	0	0	 
郈	0	0	0	0	 
郉	8668	0	0	0	 
郊	0	0	0	0	 
郋	0	0	0	0	 
郌	0	0	0	0	 
郍	11055	0	0	0	 
郎	8987	0	0	0	 
郐	8470	0	0	0	 
郑	0	0	0	0	 
郒	8877	0	0	0	 
郓	0	0	0	0	 
郔	0	0	0	0	 
郕	0	0	0	0	 
郖	9097	0	0	0	 
郗	0	0	0	0	 
郘	0	0	0	0	 
郙	0	0	0	0	 
郚	9009	0	0	0	 
郛	8052	0	0	0	 
郜	9174	0	0	0	 
郝	0	0	0	0	 
郟	0	0	0	0	 
郠	9119	0	0	0	 
郡	8811	0	0	0	 
郢	0	0	0	0	 
郣	0	0	0	0	 
郤	0	0	0	0	 
郥	8327	0	0	0	 
郦	9482	0	0	0	 
郧	7755	0	0	0	 
部	0	0	0	0	 
郩	0	0	0	0	 
郪	8745	0	0	0	 
郫	0	0	0	0	 
郬	8030	0	0	0	 
郭	8954	0	0	0	 
郯	0	0	0	0	 
郰	0	0	0	0	 
郱	0	0	0	0	 
郲	0	0	0	0	 
郳	8855	0	0	0	 
郴	0	0	0	0	 
郵	0	0	0	0	 
郶	0	0	0	0	 
郷	8459	0	0	0	 
郸	12991	0	0	0	 
郹	0	0	0	0	 
郺	0	0	0	0	 
郻	0	0	0	0	 
郼	7997	0	0	0	 
都	9163	0	0	0	 
郾	0	0	0	0	 
郿	0	0	0	0	 
鄀	0	0	0	0	 
鄁	8030	0	0	0	 
鄂	9240	0	0	0	 
鄄	0	0	0	0	 
鄅	0	0	0	0	 
鄆	0	0	0	0	 
鄇	0	0	0	0	 
鄈	0	0	0	0	 
鄉	0	0	0	0	 
鄊	0	0	0	0	 
鄋	0	0	0	0	 
鄌	0	0	0	0	 
鄍	0	0	0	0	 
鄎	0	0	0	0	 
鄏	0	0	0	0	 
鄐	0	0	0	0	 
鄑	0	0	0	0	 
鄒	0	0	0	0	 
鄓	0	0	0	0	 
鄔	0	0	0	0	 
鄕	0	0	0	0	 
鄖	0	0	0	0	 
鄗	0	0	0	0	 
鄘	8437	0	0	0	 
鄙	0	0	0	0	 
鄛	0	0	0	0	 
鄜	9251	0	0	0	 
鄝	8800	0	0	0	 
鄟	8514	0	0	0	 
鄣	9185	0	0	0	 
鄤	8899	0	0	0	 
鄰	8602	0	0	0	 
鄲	9306	0	0	0	 
鄺	0	0	0	0	 
酄	8932	0	0	0	 
酆	0	0	0	0	 
酇	0	0	0	0	 
酈	8789	0	0	0	 
酉	8679	0	0	0	 
酊	9658	0	0	0	 
酋	8668	0	0	0	 
酌	8371	0	0	0	 
配	8261	0	0	0	 
酎	8646	0	0	0	 
酏	8514	0	0	0	 
酐	0	0	0	0	 
酑	9317	0	0	0	 
酒	0	0	0	0	 
酔	0	0	0	0	 
酕	0	0	0	0	 
酖	8987	0	0	0	 
酗	0	0	0	0	 
酘	0	0	0	0	 
酙	8932	0	0	0	 
酚	0	0	0	0	 
酜	8877	0	0	0	 
酝	8426	0	0	0	 
酞	0	0	0	0	 
酟	0	0	0	0	 
酠	11869	0	0	0	 
酡	8327	0	0	0	 
酤	9196	0	0	0	 
酥	0	0	0	0	 
酦	0	0	0	0	 
酧	0	0	0	0	 
酨	10186	0	0	0	 
酩	9086	0	0	0	 
酬	9031	0	0	0	 
酮	12815	0	0	0	 
酯	9009	0	0	0	 
酲	11935	0	0	0	 
酴	10901	0	0	0	 
酷	8206	0	0	0	 
酹	0	0	0	0	 
酻	0	0	0	0	 
酼	12650	0	0	0	 
酽	0	0	0	0	 
醀	0	0	0	0	 
醁	0	0	0	0	 
醂	0	0	0	0	 
醃	0	0	0	0	 
醄	8525	0	0	0	 
醅	9988	0	0	0	 
醇	0	0	0	0	 
醈	8679	0	0	0	 
醉	0	0	0	0	 
醊	14465	0	0	0	 
醋	12991	0	0	0	 
醏	13783	0	0	0	 
醐	0	0	0	0	 
醓	0	0	0	0	 
醔	0	0	0	0	 
醕	0	0	0	0	 
醖	0	0	0	0	 
醗	0	0	0	0	 
醘	0	0	0	0	 
醙	8690	0	0	0	 
醚	10153	0	0	0	 
醛	0	0	0	0	 
醜	0	0	0	0	 
醝	0	0	0	0	 
醞	0	0	0	0	 
醟	0	0	0	0	 
醠	0	0	0	0	 
醡	11407	0	0	0	 
醢	0	0	0	0	 
醥	0	0	0	0	 
醦	0	0	0	0	 
醧	0	0	0	0	 
醨	0	0	0	0	 
醩	8844	0	0	0	 
醪	0	0	0	0	 
醬	11957	0	0	0	 
醭	0	0	0	0	 
醱	0	0	0	0	 
醲	0	0	0	0	 
醳	9922	0	0	0	 
醴	0	0	0	0	 
醷	0	0	0	0	 
醸	0	0	0	0	 
醹	9867	0	0	0	 
醺	9988	0	0	0	 
醼	8349	0	0	0	 
释	10010	0	0	0	 
釋	8393	0	0	0	 
野	9042	0	0	0	 
量	10428	0	0	0	 
釐	0	0	0	0	 
針	0	0	0	0	 
釧	0	0	0	0	 
釨	0	0	0	0	 
釩	0	0	0	0	 
釪	0	0	0	0	 
釫	0	0	0	0	 
釬	0	0	0	0	 
釭	0	0	0	0	 
釮	0	0	0	0	 
釯	0	0	0	0	 
釰	0	0	0	0	 
釱	0	0	0	0	 
釲	0	0	0	0	 
釳	0	0	0	0	 
釴	0	0	0	0	 
釵	0	0	0	0	 
釶	0	0	0	0	 
釷	0	0	0	0	 
釸	0	0	0	0	 
釹	0	0	0	0	 
釺	0	0	0	0	 
釻	0	0	0	0	 
釼	0	0	0	0	 
釽	0	0	0	0	 
釾	0	0	0	0	 
釿	0	0	0	0	 
鈀	0	0	0	0	 
鈁	0	0	0	0	 
鈂	0	0	0	0	 
鈃	0	0	0	0	 
鈄	0	0	0	0	 
鈅	12991	0	0	0	 
鈆	0	0	0	0	 
鈇	0	0	0	0	 
鈈	0	0	0	0	 
鈉	0	0	0	0	 
鈊	0	0	0	0	 
鈋	0	0	0	0	 
鈌	0	0	0	0	 
鈍	0	0	0	0	 
鈎	0	0	0	0	 
鈏	0	0	0	0	 
鈐	0	0	0	0	 
鈑	0	0	0	0	 
鈒	0	0	0	0	 
鈓	0	0	0	0	 
鈔	0	0	0	0	 
鈕	0	0	0	0	 
鈖	0	0	0	0	 
鈗	0	0	0	0	 
鈘	0	0	0	0	 
鈙	0	0	0	0	 
鈚	0	0	0	0	 
鈛	0	0	0	0	 
鈜	0	0	0	0	 
鈝	0	0	0	0	 
鈞	0	0	0	0	 
鈟	0	0	0	0	 
鈠	0	0	0	0	 
鈡	0	0	0	0	 
鈢	0	0	0	0	 
鈣	0	0	0	0	 
鈤	0	0	0	0	 
鈥	0	0	0	0	 
鉇	0	0	0	0	 
鉈	0	0	0	0	 
鉉	0	0	0	0	 
鉊	0	0	0	0	 
鉋	0	0	0	0	 
鉌	0	0	0	0	 
鉍	0	0	0	0	 
鉎	0	0	0	0	 
鉏	0	0	0	0	 
鉐	0	0	0	0	 
鉑	0	0	0	0	 
鉒	0	0	0	0	 
鉓	0	0	0	0	 
鉔	0	0	0	0	 
鉕	0	0	0	0	 
鉖	0	0	0	0	 
鉗	0	0	0	0	 
鉘	0	0	0	0	 
鉙	0	0	0	0	 
鉚	0	0	0	0	 
鉛	0	0	0	0	 
鉜	0	0	0	0	 
鉝	0	0	0	0	 
鉞	0	0	0	0	 
鉟	0	0	0	0	 
鉠	0	0	0	0	 
鉡	0	0	0	0	 
鉢	0	0	0	0	 
鉣	0	0	0	0	 
鉤	0	0	0	0	 
鉥	12991	0	0	0	 
鉦	0	0	0	0	 
鉧	0	0	0	0	 
鉨	0	0	0	0	 
鉩	0	0	0	0	 
鉪	0	0	0	0	 
鉫	0	0	0	0	 
鉬	0	0	0	0	 
鉭	0	0	0	0	 
鉮	0	0	0	0	 
鉯	0	0	0	0	 
鉰	0	0	0	0	 
鉱	0	0	0	0	 
鉲	0	0	0	0	 
鉳	8800	0	0	0	 
鉴	0	0	0	0	 
鉶	0	0	0	0	 
鉷	0	0	0	0	 
鉸	0	0	0	0	 
鉹	0	0	0	0	 
鉺	0	0	0	0	 
鉻	0	0	0	0	 
鉼	0	0	0	0	 
鉽	0	0	0	0	 
鉾	0	0	0	0	 
鉿	0	0	0	0	 
銀	0	0	0	0	 
銁	0	0	0	0	 
銂	0	0	0	0	 
銃	0	0	0	0	 
銄	0	0	0	0	 
銅	9757	0	0	0	 
銈	0	0	0	0	 
銏	0	0	0	0	 
銩	0	0	0	0	 
銪	0	0	0	0	 
銫	0	0	0	0	 
銬	0	0	0	0	 
銭	9482	0	0	0	 
銮	0	0	0	0	 
銯	0	0	0	0	 
銰	0	0	0	0	 
銱	0	0	0	0	 
銲	0	0	0	0	 
銳	0	0	0	0	 
銴	0	0	0	0	 
銵	0	0	0	0	 
銶	0	0	0	0	 
銷	0	0	0	0	 
銸	0	0	0	0	 
銹	0	0	0	0	 
銺	0	0	0	0	 
銻	0	0	0	0	 
銼	0	0	0	0	 
銽	0	0	0	0	 
銾	0	0	0	0	 
銿	0	0	0	0	 
鋀	0	0	0	0	 
鋁	0	0	0	0	 
鋂	0	0	0	0	 
鋃	0	0	0	0	 
鋄	0	0	0	0	 
鋅	0	0	0	0	 
鋆	0	0	0	0	 
鋇	8074	0	0	0	 
鋈	0	0	0	0	 
鋉	12991	0	0	0	 
鋊	0	0	0	0	 
鋋	0	0	0	0	 
鋌	0	0	0	0	 
鋍	0	0	0	0	 
鋎	0	0	0	0	 
鋏	0	0	0	0	 
鋐	0	0	0	0	 
鋑	0	0	0	0	 
鋒	0	0	0	0	 
鋓	0	0	0	0	 
鋔	0	0	0	0	 
鋕	0	0	0	0	 
鋖	0	0	0	0	 
鋗	0	0	0	0	 
鋘	0	0	0	0	 
鋙	0	0	0	0	 
鋚	0	0	0	0	 
鋛	0	0	0	0	 
鋜	0	0	0	0	 
鋝	0	0	0	0	 
鋞	0	0	0	0	 
鋟	0	0	0	0	 
鋠	0	0	0	0	 
鋡	0	0	0	0	 
鋢	0	0	0	0	 
鋣	0	0	0	0	 
鋤	0	0	0	0	 
鋥	0	0	0	0	 
鋦	0	0	0	0	 
鋧	0	0	0	0	 
鋨	0	0	0	0	 
鋩	0	0	0	0	 
錋	0	0	0	0	 
錌	0	0	0	0	 
錍	0	0	0	0	 
錎	0	0	0	0	 
錏	0	0	0	0	 
錐	0	0	0	0	 
錑	0	0	0	0	 
錒	0	0	0	0	 
錓	0	0	0	0	 
錔	0	0	0	0	 
錕	0	0	0	0	 
錖	0	0	0	0	 
錗	0	0	0	0	 
錘	0	0	0	0	 
錙	0	0	0	0	 
錚	0	0	0	0	 
錛	0	0	0	0	 
錜	0	0	0	0	 
錝	0	0	0	0	 
錞	0	0	0	0	 
錟	0	0	0	0	 
錠	0	0	0	0	 
錡	0	0	0	0	 
錢	0	0	0	0	 
錣	0	0	0	0	 
錤	0	0	0	0	 
錥	0	0	0	0	 
錦	0	0	0	0	 
錧	0	0	0	0	 
錨	0	0	0	0	 
錩	12991	0	0	0	 
錪	0	0	0	0	 
錫	0	0	0	0	 
錬	0	0	0	0	 
錭	0	0	0	0	 
錮	0	0	0	0	 
錯	0	0	0	0	 
錰	0	0	0	0	 
錱	0	0	0	0	 
録	0	0	0	0	 
錳	0	0	0	0	 
錴	0	0	0	0	 
錵	0	0	0	0	 
錶	0	0	0	0	 
錷	0	0	0	0	 
錸	0	0	0	0	 
錹	0	0	0	0	 
錺	0	0	0	0	 
錻	0	0	0	0	 
錼	0	0	0	0	 
錽	8624	0	0	0	 
錾	0	0	0	0	 
錿	0	0	0	0	 
鍀	0	0	0	0	 
鍁	0	0	0	0	 
鍂	0	0	0	0	 
鍃	0	0	0	0	 
鍄	0	0	0	0	 
鍅	0	0	0	0	 
鍆	0	0	0	0	 
鍇	0	0	0	0	 
鍈	0	0	0	0	 
鍉	8745	0	0	0	 
鍊	0	0	0	0	 
鍫	0	0	0	0	 
鍭	0	0	0	0	 
鍮	0	0	0	0	 
鍯	0	0	0	0	 
鍰	0	0	0	0	 
鍱	0	0	0	0	 
鍲	0	0	0	0	 
鍳	0	0	0	0	 
鍴	0	0	0	0	 
鍵	0	0	0	0	 
鍶	0	0	0	0	 
鍷	0	0	0	0	 
鍸	0	0	0	0	 
鍹	0	0	0	0	 
鍺	0	0	0	0	 
鍻	0	0	0	0	 
鍼	0	0	0	0	 
鍽	0	0	0	0	 
鍾	0	0	0	0	 
鍿	0	0	0	0	 
鎀	0	0	0	0	 
鎁	0	0	0	0	 
鎂	0	0	0	0	 
鎃	0	0	0	0	 
鎄	0	0	0	0	 
鎅	0	0	0	0	 
鎆	0	0	0	0	 
鎇	0	0	0	0	 
鎈	0	0	0	0	 
鎉	0	0	0	0	 
鎊	0	0	0	0	 
鎋	12991	0	0	0	 
鎌	0	0	0	0	 
鎍	0	0	0	0	 
鎎	8976	0	0	0	 
鎏	0	0	0	0	 
鎐	0	0	0	0	 
鎑	0	0	0	0	 
鎒	0	0	0	0	 
鎓	0	0	0	0	 
鎔	0	0	0	0	 
鎕	0	0	0	0	 
鎖	0	0	0	0	 
鎗	0	0	0	0	 
鎘	0	0	0	0	 
鎙	0	0	0	0	 
鎚	0	0	0	0	 
鎛	0	0	0	0	 
鎜	0	0	0	0	 
鎝	0	0	0	0	 
鎞	0	0	0	0	 
鎟	0	0	0	0	 
鎠	0	0	0	0	 
鎡	0	0	0	0	 
鎢	0	0	0	0	 
鎣	0	0	0	0	 
鎤	0	0	0	0	 
鎥	0	0	0	0	 
鎦	0	0	0	0	 
鎧	0	0	0	0	 
鎨	0	0	0	0	 
鎩	0	0	0	0	 
